Expected Realization date,Pre Approval Sent Date,Feb Monthly Forecast,May Monthly Forecast,Mar Monthly Forecast,SAP Approval Status,Approval Date,Post Approver (SAP Approver),Invoice Delta,Customer Name,Remarks,Prepared By,Aug Monthly Forecast,Project Status,Column1,Late Payments,Invoice Status,Apr Monthly Forecast,Financial Year,PO Balance Amount,QB Realization Date,Nudging List Status (LYB),PO Amount Consumed,2025 Invoice Details,Approved Date,Formula 1,Month,Post Approval TAT,Formula,Revenue Realised,Name,Managed Services / Staff Org,Formula 2,Effort Approver,Invoiced $Amount,Pay Terms,Realised in Days,Status,Aging,Contracted Revenue (SoW),Revenue Realised Date,Pre Approval Status,Invoice No.,Approval TAT,Pre-Paid TAT,Jul Monthly Forecast,Resource Approval Status,QB Realization Status,SAP Reflection,Effort Approval Status,Jun Monthly Forecast,Submission TAT,Invoice Submission Date,PO Number,Project Master,Reflection TAT,SAP Reflection Date,Taulia - Paid Date,Resource Approver,Jan Monthly Forecast
07 Dec 2025,,,,,,,,,LYB,,,,Ongoing,,0,,,2025,,05 Dec 2025,,,,,,11_Nov,,,,,,,,"$17,190.00",10,10,Invoice Raised,Between 1 to 15 Days,APS POD I COE-2025,,,LYB-IT-APS-I-25-11,,,,,Realised,,,,,26 Nov 2025,,LYB - APS PoD,,,,,
14 Sep 2025,,,,,,,,,LYB,,,,Ongoing,,0,,,2025,,10 Sep 2025,,,,,,08_Aug,,,,,,,,"$14,333.00",10,8,Invoice Raised,Between 1 to 15 Days,APS POD I COE-2025,,,LYB-IT-APS-I-25-08,,,,,Realised,,,,,03 Sep 2025,,LYB - APS PoD,,,,,
11 Nov 2025,,,,,,,,,LYB,,,,Ongoing,,0,,,2025,,03 Nov 2025,,,,,,10_Oct,,,,,,,,"$14,603.00",10,4,Invoice Raised,Between 1 to 15 Days,APS POD I COE-2025,,,LYB-IT-APS-I-25-10,,,,,Realised,,,,,31 Oct 2025,,LYB - APS PoD,,,,,
24 May 2025,,,,,,,,,LYB,,,,Ongoing,,12,,,2025,,05 Jun 2025,,,,,,04_Apr,,,,,,,,"$16,857.00",10,24,Invoice Raised,Between 16 to 30 Days,APS POD I COE-2025,,,LYB-IT-APS-I-25-04,,,,,Realised,,,,,13 May 2025,,LYB - APS PoD,,,,,
05 Apr 2025,,,,,,,,,LYB,,,,Ongoing,,0,,,2025,,26 Mar 2025,,,,,,02_Feb,,,,,,,,"$17,460.00",10,2,Invoice Raised,Between 1 to 15 Days,APS POD I COE-2025,,,LYB-IT-APS-I-25-02,,,,,Realised,,,,,25 Mar 2025,,LYB - APS PoD,,,,,
10 Mar 2025,,,,,,,,,LYB,,,,Ongoing,,0,,,2025,,28 Feb 2025,,,,,,01_Jan,,,,,,,,"$17,460.00",10,2,Invoice Raised,Between 1 to 15 Days,APS POD I COE-2025,,,LYB-IT-APS-I-25-01,,,,,Realised,,,,,27 Feb 2025,,LYB - APS PoD,,,,,
17 Aug 2025,,,,,,,,,LYB,,,,Ongoing,,0,,,2025,,08 Aug 2025,,,,,,07_Jul,,,,,,,,"$6,030.00",10,3,Invoice Raised,Between 1 to 15 Days,Advance Manufacturing Project Data Engineering support – Statement of Work for 2025,,,LYB-AM-25-01,,,,,Realised,,,,,06 Aug 2025,,LYB - Advance Manufacturing Project Data Engineering support,,,,,
15 Nov 2025,,,,,,,,,LYB,,,,Ongoing,,0,,,2025,,12 Nov 2025,,,,,,08_Aug,,,,,,,,"$6,030.00",10,9,Invoice Raised,Between 1 to 15 Days,Advance Manufacturing Project Data Engineering support – Statement of Work for 2025,,,LYB-MEDM-25-01,,,,,Realised,,,,,04 Nov 2025,,LYB - Advance Manufacturing Project Data Engineering support,,,,,
15 Jun 2026,,,,,,,,,LYB,,,,,,,,,2026,,,,,,,,05_May,,,,,,,,"$34,320.00",10,,Invoice Raised,Pending,Proc CoE for Aquita,,,LYB-AQU-26-03,,,,,Pending,,,,,04 Jun 2026,4406249741,LYB - Aquita PCOE,,,,,
05 Aug 2026,,,,,,,,,LYB,,,,,,,,,2026,,,,,,,,03_Mar,,,,,,,,"$11,988.00",90,,Invoice Raised,Pending,CW2371856 Aligned Automation SOW - The Transaction (FINAL),,,LYB-AQU-26-01,,,,,Pending,,,,,06 May 2026,4406249741,LYB - Aquita PCOE,,,,,
05 Aug 2026,,,,,,,,,LYB,,,,,,,,,2026,,,,,,,,04_Apr,,,,,,,,"$21,840.00",90,,Invoice Raised,Pending,Proc CoE for Aquita,,,LYB-AQU-26-02,,,,,Pending,,,,,06 May 2026,4406249741,LYB - Aquita PCOE,,,,,
18 Jan 2026,,,,,,,,,LYB,,,,Ongoing,,0,,,2025,,07 Jan 2026,,,,,,12_Dec,,,,,,,,"$7,182.00",10,1,Invoice Raised,Between 1 to 15 Days,Asia OTIF Project – Statement of Work for 2025,,,LYB-OTIF-25-04,,,,,Realised,,,,,07 Jan 2026,,LYB - Asia OTIF,,,,,
19 Oct 2025,,,,,,,,,LYB,,,,Ongoing,,0,,,2025,,10 Oct 2025,,,,,,09_Sep,,,,,,,,"$13,590.00",10,3,Invoice Raised,Between 1 to 15 Days,Asia OTIF Project – Statement of Work for 2025,,,LYB-OTIF-25-01,,,,,Realised,,,,,08 Oct 2025,,LYB - Asia OTIF,,,,,
11 Nov 2025,,,,,,,,,LYB,,,,Ongoing,,0,,,2025,,06 Nov 2025,,,,,,10_Oct,,,,,,,,"$19,620.00",10,7,Invoice Raised,Between 1 to 15 Days,Asia OTIF Project – Statement of Work for 2025,,,LYB-OTIF-25-02,,,,,Realised,,,,,31 Oct 2025,,LYB - Asia OTIF,,,,,
15 Dec 2025,,,,,,,,,LYB,,,,Ongoing,,0,,,2025,,05 Dec 2025,,,,,,11_Nov,,,,,,,,"$17,730.00",10,2,Invoice Raised,Between 1 to 15 Days,Asia OTIF Project – Statement of Work for 2025,,,LYB-OTIF-25-03,,,,,Realised,,,,,04 Dec 2025,,LYB - Asia OTIF,,,,,
08 Jun 2025,,,,,,,,,LYB,,,,Ongoing,,0,,,2025,,03 Jun 2025,,,,,,03_Mar,,,,,,,,"$12,060.00",10,7,Invoice Raised,Between 1 to 15 Days,PowerApps capability for Asia priorities,,,LYB-PAC-25-03,,,,,Realised,,,,,28 May 2025,,LYB - Asia POD PO,,,,,
04 Nov 2025,,,,,,,,,LYB,,,,Ongoing,,0,,,2025,,03 Nov 2025,,,,,,09_Sep,,,,,,,,"$6,030.00",10,11,Invoice Raised,Between 1 to 15 Days,CO-2 PowerApps Capability for Asia priorities,,,LYB-PAS-25-03,,,,,Realised,,,,,24 Oct 2025,,LYB - Asia POD PO,,,,,
23 Aug 2025,,,,,,,,,LYB,,,,Ongoing,,0,,,2025,,13 Aug 2025,,,,,,07_Jul,,,,,,,,"$6,030.00",10,2,Invoice Raised,Between 1 to 15 Days,CO-2 PowerApps Capability for Asia priorities,,,LYB-PAS-25-01,,,,,Realised,,,,,12 Aug 2025,,LYB - Asia POD PO,,,,,
16 Mar 2025,,,,,,,,,LYB,,,,Ongoing,,0,,,2025,,06 Mar 2025,,,,,,01_Jan,,,,,,,,"$12,060.00",10,2,Invoice Raised,Between 1 to 15 Days,PowerApps capability for Asia priorities,,,LYB-PAC-25-01,,,,,Realised,,,,,05 Mar 2025,,LYB - Asia POD PO,,,,,
02 Jun 2025,,,,,,,,,LYB,,,,Ongoing,,0,,,2025,,27 May 2025,,,,,,04_Apr,,,,,,,,"$6,030.00",10,6,Invoice Raised,Between 1 to 15 Days,PowerApps capability for Asia priorities,,,LYB-PAC-25-04,,,,,Realised,,,,,22 May 2025,,LYB - Asia POD PO,,,,,
15 Dec 2025,,,,,,,,,LYB,,,,Ongoing,,105,,,2025,,30 Mar 2026,,,,,,11_Nov,,,,,,,,"$5,427.00",10,117,Invoice Raised,Above 60 Days,CO-2 PowerApps Capability for Asia priorities,,,LYB-A-25-11,,,,,Realised,,,,,04 Dec 2025,,LYB - Asia POD PO,,,,,
04 Jan 2026,,,,,,,,,LYB,,,,Ongoing,,51,,,2025,,24 Feb 2026,,,,,,12_Dec,,,,,,,,"$6,030.00",10,63,Invoice Raised,Above 60 Days,CO-2 PowerApps Capability for Asia priorities,,,LYB-A-25-12,,,,,Realised,,,,,24 Dec 2025,,LYB - Asia POD PO,,,,,
05 Apr 2025,,,,,,,,,LYB,,,,Ongoing,,2,,,2025,,07 Apr 2025,,,,,,02_Feb,,,,,,,,"$12,060.00",10,14,Invoice Raised,Between 1 to 15 Days,PowerApps capability for Asia priorities,,,LYB-PAC-25-02-R2,,,,,Realised,,,,,25 Mar 2025,,LYB - Asia POD PO,,,,,
16 Sep 2025,,,,,,,,,LYB,,,,Ongoing,,0,,,2025,,08 Sep 2025,,,,,,08_Aug,,,,,,,,"$6,030.00",10,4,Invoice Raised,Between 1 to 15 Days,CO-2 PowerApps Capability for Asia priorities,,,LYB-PAS-25-02,,,,,Realised,,,,,05 Sep 2025,,LYB - Asia POD PO,,,,,
20 Jun 2025,,,,,,,,,LYB,,,,Ongoing,,0,,,2025,,10 Jun 2025,,,,,,05_May,,,,,,,,"$6,030.00",10,2,Invoice Raised,Between 1 to 15 Days,PowerApps capability for Asia priorities,,,LYB-PAC-25-05,,,,,Realised,,,,,09 Jun 2025,,LYB - Asia POD PO,,,,,
15 Nov 2025,,,,,,,,,LYB,,,,Ongoing,,0,,,2025,,06 Nov 2025,,,,,,10_Oct,,,,,,,,"$5,126.00",10,3,Invoice Raised,Between 1 to 15 Days,CO-2 PowerApps Capability for Asia priorities,,,LYB-PAS-25-04,,,,,Realised,,,,,04 Nov 2025,,LYB - Asia POD PO,,,,,
02 Aug 2025,,,,,,,,,LYB,,,,Ongoing,,0,,,2025,,23 Jul 2025,,,,,,06_Jun,,,,,,,,"$6,030.00",10,2,Invoice Raised,Between 1 to 15 Days,PowerApps capability for Asia priorities,,,LYB-PAC-25-06,,,,,Realised,,,,,22 Jul 2025,,LYB - Asia POD PO,,,,,
15 Dec 2025,,,,,,,,,LYB,,,,Ongoing,,0,,,2025,,15 Dec 2025,,,,,,11_Nov,,,,,,,,"$20,970.00",10,12,Invoice Raised,Between 1 to 15 Days,Commodity for Value (CFV) Project – Statement of Work for 2025,,,LYB-CFV-25-05,,,,,Realised,,,,,04 Dec 2025,,LYB - Commodity for Value (CFV),,,,,
17 Oct 2025,,,,,,,,,LYB,,,,Ongoing,,24,,,2025,,10 Nov 2025,,,,,,08_Aug,,,,,,,,"$20,970.00",10,36,Invoice Raised,Between 31 to 45 Days,Commodity for Value (CFV) Project – Statement of Work for 2025,,,LYB-CFV-25-02,,,,,Realised,,,,,06 Oct 2025,,LYB - Commodity for Value (CFV),,,,,
23 Aug 2025,,,,,,,,,LYB,,,,Ongoing,,6,,,2025,,29 Aug 2025,,,,,,07_Jul,,,,,,,,"$20,970.00",10,18,Invoice Raised,Between 16 to 30 Days,Commodity for Value (CFV) Project – Statement of Work for 2025,,,LYB-CFV-25-01,,,,,Realised,,,,,12 Aug 2025,,LYB - Commodity for Value (CFV),,,,,
07 Feb 2026,,,,,,,,,LYB,,,,Ongoing,,20,,,2025,,27 Feb 2026,,,,,,12_Dec,,,,,,,,"$16,961.00",10,32,Invoice Raised,Between 31 to 45 Days,Commodity for Value (CFV) Project – Statement of Work for 2025,,,LYB-CFV-25-06,,,,,Realised,,,,,27 Jan 2026,,LYB - Commodity for Value (CFV),,,,,
19 Oct 2025,,,,,,,,,LYB,,,,Ongoing,,31,,,2025,,19 Nov 2025,,,,,,09_Sep,,,,,,,,"$19,319.00",10,43,Invoice Raised,Between 31 to 45 Days,Commodity for Value (CFV) Project – Statement of Work for 2025,,,LYB-CFV-25-03,,,,,Realised,,,,,08 Oct 2025,,LYB - Commodity for Value (CFV),,,,,
29 Nov 2025,,,,,,,,,LYB,,,,Ongoing,,4,,,2025,,03 Dec 2025,,,,,,10_Oct,,,,,,,,"$17,523.00",10,16,Invoice Raised,Between 16 to 30 Days,Commodity for Value (CFV) Project – Statement of Work for 2025,,,LYB-CFV-25-04,,,,,Realised,,,,,18 Nov 2025,,LYB - Commodity for Value (CFV),,,,,
13 Dec 2025,,,,,,,,,LYB,,,,Ongoing,,0,,,2025,,04 Dec 2025,,,,,,10_Oct,,,,,,,,"$6,030.00",10,3,Invoice Raised,Between 1 to 15 Days,Customer 360 – DE Resource Statement of Work for 2025,,,LYB-C360-25-1,,,,,Realised,,,,,02 Dec 2025,,LYB - Customer 360,,,,,
04 Jan 2026,,,,,,,,,LYB,,,,Ongoing,,17,,,2025,,21 Jan 2026,,,,,,12_Dec,,,,,,,,"$6,030.00",10,29,Invoice Raised,Between 16 to 30 Days,Customer 360 – DE Resource Statement of Work for 2025,,,LYB-C360-25-3,,,,,Realised,,,,,24 Dec 2025,,LYB - Customer 360,,,,,
13 Dec 2025,,,,,,,,,LYB,,,,Ongoing,,0,,,2025,,04 Dec 2025,,,,,,11_Nov,,,,,,,,"$6,030.00",10,3,Invoice Raised,Between 1 to 15 Days,Customer 360 – DE Resource Statement of Work for 2025,,,LYB-C360-25-2,,,,,Realised,,,,,02 Dec 2025,,LYB - Customer 360,,,,,
20 Jun 2025,,,,,,,,,LYB,,,,Ongoing,,0,,,2025,,17 Jun 2025,,,,,,05_May,,,,,,,,"$38,480.00",10,9,Invoice Raised,Between 1 to 15 Days,Customer Centricity (CCE) CoE POD Team-2025,,,LYB-CC-25-05,,,,,Realised,,,,,09 Jun 2025,,LYB - Customer Centricity POD,,,,,
26 Apr 2025,,,,,,,,,LYB,,,,Ongoing,,0,,,2025,,16 Apr 2025,,,,,,03_Mar,,,,,,,,"$39,384.00",10,2,Invoice Raised,Between 1 to 15 Days,Customer Centricity (CCE) CoE POD Team-2025,,,LYB-CC-25-03,,,,,Realised,,,,,15 Apr 2025,,LYB - Customer Centricity POD,,,,,
24 May 2025,,,,,,,,,LYB,,,,Ongoing,,12,,,2025,,05 Jun 2025,,,,,,04_Apr,,,,,,,,"$38,930.00",10,24,Invoice Raised,Between 16 to 30 Days,Customer Centricity (CCE) CoE POD Team-2025,,,LYB-CC-25-04,,,,,Realised,,,,,13 May 2025,,LYB - Customer Centricity POD,,,,,
05 Apr 2025,,,,,,,,,LYB,,,,Ongoing,,0,,,2025,,26 Mar 2025,,,,,,02_Feb,,,,,,,,"$40,590.00",10,2,Invoice Raised,Between 1 to 15 Days,Customer Centricity (CCE) CoE POD Team-2025,,,LYB-CC-25-02,,,,,Realised,,,,,25 Mar 2025,,LYB - Customer Centricity POD,,,,,
18 Aug 2025,,,,,,,,,LYB,,,,Ongoing,,0,,,2025,,13 Aug 2025,,,,,,07_Jul,,,,,,,,"$39,083.00",10,7,Invoice Raised,Between 1 to 15 Days,Customer Centricity (CCE) CoE POD Team-2025,,,LYB-CC-25-07,,,,,Realised,,,,,07 Aug 2025,,LYB - Customer Centricity POD,,,,,
19 Oct 2025,,,,,,,,,LYB,,,,Ongoing,,0,,,2025,,15 Oct 2025,,,,,,09_Sep,,,,,,,,"$11,759.00",10,8,Invoice Raised,Between 1 to 15 Days,Customer Centricity (CCE) CoE POD Team-2025,,,LYB-CC-25-09,,,,,Realised,,,,,08 Oct 2025,,LYB - Customer Centricity POD,,,,,
11 Nov 2025,,,,,,,,,LYB,,,,Ongoing,,0,,,2025,,03 Nov 2025,,,,,,10_Oct,,,,,,,,"$9,648.00",10,4,Invoice Raised,Between 1 to 15 Days,Customer Centricity (CCE) CoE POD Team-2025,,,LYB-CC-25-10,,,,,Realised,,,,,31 Oct 2025,,LYB - Customer Centricity POD,,,,,
02 Aug 2025,,,,,,,,,LYB,,,,Ongoing,,0,,,2025,,23 Jul 2025,,,,,,06_Jun,,,,,,,,"$37,422.00",10,2,Invoice Raised,Between 1 to 15 Days,Customer Centricity (CCE) CoE POD Team-2025,,,LYB-CC-25-06,,,,,Realised,,,,,22 Jul 2025,,LYB - Customer Centricity POD,,,,,
14 Sep 2025,,,,,,,,,LYB,,,,Ongoing,,0,,,2025,,10 Sep 2025,,,,,,08_Aug,,,,,,,,"$27,347.00",10,8,Invoice Raised,Between 1 to 15 Days,Customer Centricity (CCE) CoE POD Team-2025,,,LYB-CC-25-08,,,,,Realised,,,,,03 Sep 2025,,LYB - Customer Centricity POD,,,,,
08 Mar 2025,,,,,,,,,LYB,,,,Ongoing,,0,,,2025,,26 Feb 2025,,,,,,01_Jan,,,,,,,,"$40,590.00",10,2,Invoice Raised,Between 1 to 15 Days,Customer Centricity (CCE) CoE POD Team-2025,,,LYB-CC-25-01,,,,,Realised,,,,,25 Feb 2025,,LYB - Customer Centricity POD,,,,,
04 Jan 2026,,,,,,,,,LYB,,,,Ongoing,,4,,,2025,,08 Jan 2026,,,,,,12_Dec,,,,,,,,"$8,744.00",10,16,Invoice Raised,Between 16 to 30 Days,Customer Centricity (CCE) CoE POD Team-2025,,,LYB-CC-25-12,,,,,Realised,,,,,24 Dec 2025,,LYB - Customer Centricity POD,,,,,
07 Dec 2025,,,,,,,,,LYB,,,,Ongoing,,0,,,2025,,05 Dec 2025,,,,,,11_Nov,,,,,,,,"$11,156.00",10,10,Invoice Raised,Between 1 to 15 Days,Customer Centricity (CCE) CoE POD Team-2025,,,LYB-CC-25-11,,,,,Realised,,,,,26 Nov 2025,,LYB - Customer Centricity POD,,,,,
10 Jun 2025,,,,,,,,,LYB,,,,Ongoing,,0,,,2025,,02 Jun 2025,,,,,,05_May,,,,,,,,"$12,060.00",10,4,Invoice Raised,Between 1 to 15 Days,"CO-1 DQ support for Vendor Domain, CLCS project Extension | CO-2 DQ support for Vendor Domain, CLCS project Extension",,,LYB-DQ-25-05,,,,,Realised,,,,,30 May 2025,,"LYB - DQ Support for Vendor Domain, C&LCS project",,,,,
14 Mar 2025,,,,,,,,,LYB,,,,Ongoing,,0,,,2025,,05 Mar 2025,,,,,,02_Feb,,,,,,,,"$12,060.00",10,3,Invoice Raised,Between 1 to 15 Days,"CO-1 DQ support for Vendor Domain, CLCS project Extension",,,LYB-DQ-25-02,,,,,Realised,,,,,03 Mar 2025,,"LYB - DQ Support for Vendor Domain, C&LCS project",,,,,
25 Feb 2025,,,,,,,,,LYB,,,,Ongoing,,0,,,2025,,20 Feb 2025,,,,,,01_Jan,,,,,,,,"$12,060.00",10,7,Invoice Raised,Between 1 to 15 Days,"CO-1 DQ support for Vendor Domain, CLCS project Extension",,,LYB-DQ-25-01,,,,,Realised,,,,,14 Feb 2025,,"LYB - DQ Support for Vendor Domain, C&LCS project",,,,,
16 May 2025,,,,,,,,,LYB,,,,Ongoing,,0,,,2025,,07 May 2025,,,,,,04_Apr,,,,,,,,"$12,060.00",10,3,Invoice Raised,Between 1 to 15 Days,"CO-2 DQ support for Vendor Domain, CLCS project Extension",,,LYB-DQ-25-04,,,,,Realised,,,,,05 May 2025,,"LYB - DQ Support for Vendor Domain, C&LCS project",,,,,
14 Apr 2025,,,,,,,,,LYB,,,,Ongoing,,0,,,2025,,07 Apr 2025,,,,,,03_Mar,,,,,,,,"$12,060.00",10,5,Invoice Raised,Between 1 to 15 Days,"CO-1 DQ support for Vendor Domain, CLCS project Extension",,,LYB-DQ-25-03,,,,,Realised,,,,,03 Apr 2025,,"LYB - DQ Support for Vendor Domain, C&LCS project",,,,,
17 Nov 2025,,,,,,,,,LYB,,,,Ongoing,,0,,,2025,,13 Nov 2025,,,,,,10_Oct,,,,,,,,"$5,427.00",10,8,Invoice Raised,Between 1 to 15 Days,DQP Customer enhancements – Statement of Work for 2025,,,LYB-DQP-C-25-03,,,,,Realised,,,,,06 Nov 2025,,LYB - DQP Customer Enhancements,,,,,
27 Sep 2025,,,,,,,,,LYB,,,,Ongoing,,0,,,2025,,23 Sep 2025,,,,,,08_Aug,,,,,,,,"$5,729.00",10,8,Invoice Raised,Between 1 to 15 Days,DQP Customer enhancements – Statement of Work for 2025,,,LYB-DQP-C-25-01,,,,,Realised,,,,,16 Sep 2025,,LYB - DQP Customer Enhancements,,,,,
18 Oct 2025,,,,,,,,,LYB,,,,,,0,,,2025,,08 Oct 2025,,,,,,09_Sep,,,,,,,,"$11,457.00",10,2,Invoice Raised,Between 1 to 15 Days,DQP Customer enhancements – Statement of Work for 2025,,,LYB-DQP-C-25-02,,,,,Realised,,,,,07 Oct 2025,,LYB - DQP Customer Enhancements,,,,,
27 Sep 2025,,,,,,,,,LYB,,,,Ongoing,,0,,,2025,,17 Sep 2025,,,,,,08_Aug,,,,,,,,"$2,700.00",10,2,Invoice Raised,Between 1 to 15 Days,CO-1 DQP Finance enhancements,,,LYB-DQP-F-25-03,,,,,Realised,,,,,16 Sep 2025,,LYB - DQP Finance Extension,,,,,
21 Jul 2025,,,,,,,,,LYB,,,,Ongoing,,0,,,2025,,11 Jul 2025,,,,,,06_Jun,,,,,,,,"$12,060.00",10,2,Invoice Raised,Between 1 to 15 Days,DQP Finance enhancements,,,LYB-DQP-F-25-01,,,,,Realised,,,,,10 Jul 2025,,LYB - DQP Finance enhancements,,,,,
23 Aug 2025,,,,,,,,,LYB,,,,Ongoing,,0,,,2025,,14 Aug 2025,,,,,,07_Jul,,,,,,,,"$12,060.00",10,3,Invoice Raised,Between 1 to 15 Days,DQP Finance enhancements,,,LYB-DQP-F-25-02,,,,,Realised,,,,,12 Aug 2025,,LYB - DQP Finance enhancements,,,,,
18 Oct 2025,,,,,,,,,LYB,,,,Ongoing,,0,,,2025,,09 Oct 2025,,,,,,09_Sep,,,,,,,,"$11,759.00",10,3,Invoice Raised,Between 1 to 15 Days,DQP Raw Material workflow Phase 2 - CO-1,,,LYB-DQP-R-25-02,,,,,Realised,,,,,07 Oct 2025,,LYB - DQP Raw Materials Phase 2,,,,,
27 Sep 2025,,,,,,,,,LYB,,,,Ongoing,,0,,,2025,,17 Sep 2025,,,,,,08_Aug,,,,,,,,"$12,060.00",10,2,Invoice Raised,Between 1 to 15 Days,DQP Raw Material workflow Phase 2 - CO-1,,,LYB-DQP-R-25-01,,,,,Realised,,,,,16 Sep 2025,,LYB - DQP Raw Materials Phase 2,,,,,
20 Jan 2026,,,,,,,,,LYB,,,,Ongoing,,0,,,2025,,12 Jan 2026,,,,,,12_Dec,,,,,,,,"$34,070.00",10,4,Invoice Raised,Between 1 to 15 Days,DQP Raw Material workflow Phase 2 - CO-1,,,LYB-DQP-R-25-05,,,,,Realised,,,,,09 Jan 2026,,LYB - DQP Raw Materials Phase 2,,,,,
07 Dec 2025,,,,,,,,,LYB,,,,Ongoing,,2,,,2025,,09 Dec 2025,,,,,,11_Nov,,,,,,,,"$34,371.00",10,14,Invoice Raised,Between 1 to 15 Days,DQP Raw Material workflow Phase 2 - CO-1,,,LYB-DQP-R-25-04,,,,,Realised,,,,,26 Nov 2025,,LYB - DQP Raw Materials Phase 2,,,,,
22 Feb 2026,,,,,,,,,LYB,,,,,,0,,,2026,,13 Feb 2026,,,,,,01_Jan,,,,,,,,"$10,251.00",10,3,Invoice Raised,Between 1 to 15 Days,DQP Raw Material workflow Phase 2 - CO-1,,,LYB-DQP-R-26-01,,,,,Realised,,,,,11 Feb 2026,4405965917,LYB - DQP Raw Materials Phase 2,,,,,
16 Mar 2026,,,,,,,,,LYB,,,,,,0,,,2026,,06 Mar 2026,,,,,,02_Feb,,,,,,,,"$3,015.00",10,2,Invoice Raised,Between 1 to 15 Days,DQP Raw Material workflow Phase 2 - CO-2,,,LYB-DQP-R-26-02,,,,,Realised,,,,,05 Mar 2026,4405965917,LYB - DQP Raw Materials Phase 2,,,,,
17 Nov 2025,,,,,,,,,LYB,,,,Ongoing,,0,,,2025,,17 Nov 2025,,,,,,10_Oct,,,,,,,,"$16,884.00",10,12,Invoice Raised,Between 1 to 15 Days,DQP Raw Material workflow Phase 2 - CO-1,,,LYB-DQP-R-25-03,,,,,Realised,,,,,06 Nov 2025,,LYB - DQP Raw Materials Phase 2,,,,,
31 May 2026,,,,,,,,,LYB,Paid,,,,,4,,,2026,,04 Jun 2026,,,,,,04_Apr,,,,,,,,"$5,126.00",10,16,Invoice Raised,Between 16 to 30 Days,Project Elephant - DQP Resources – Statement of Work for 2026 | Project Elephant - DQP Resources – Close Out SOW,,,LYB-E-26-04,,,,,Realized,,,,,20 May 2026,4406129068,LYB - DQP Resources - Project Elephant,,,,,
16 Mar 2026,,,,,,,,,LYB,,,,,,0,,,2026,,09 Mar 2026,,,,,,02_Feb,,,,,,,,"$13,568.00",10,5,Invoice Raised,Between 1 to 15 Days,Project Elephant - DQP Resources - Statement of Work for 2026,,,LYB-E-26-02,,,,,Realised,,,,,05 Mar 2026,4406129068,LYB - DQP Resources - Project Elephant,,,,,
25 Apr 2026,,,,,,,,,LYB,,,,,,6,Paid,,2026,,01 May 2026,,,,,,03_Mar,,,,,,,,"$16,281.00",10,18,Invoice Raised,Between 16 to 30 Days,Project Elephant - DQP Resources – Statement of Work for 2026 | Project Elephant - DQP Resources – Close Out SOW,,,LYB-E-26-03,,,,,Realised,,,,,14 Apr 2026,4406129068,LYB - DQP Resources - Project Elephant,,,,,
22 Feb 2026,,,,,,,,,LYB,,,,,,0,,,2026,,18 Feb 2026,,,,,,01_Jan,,,,,,,,"$12,060.00",10,8,Invoice Raised,Between 1 to 15 Days,Project Elephant - DQP Resources - Statement of Work for 2026,,,LYB-E-26-01,,,,,Realised,,,,,11 Feb 2026,4406129068,LYB - DQP Resources - Project Elephant,,,,,
,,,,,,,,,LYB,Paid,,,,,,,,2026,,17 Jun 2026,,,,,,05_May,,,,,,,,"$10,683.00",10,,Invoice Raised,Pending,Project Elephant - DQP Resources – Close Out SOW,,,LYB-EC-26-02,,,,,Realized,,,,,,4406223689,LYB - DQP Resources - Project Elephant,,,,,
31 May 2026,,,,,,,,,LYB,Paid,,,,,4,,,2026,,04 Jun 2026,,,,,,04_Apr,,,,,,,,"$6,935.00",10,16,Invoice Raised,Between 16 to 30 Days,Project Elephant - DQP Resources – Close Out SOW,,,LYB-EC-26-01,,,,,Realized,,,,,20 May 2026,4406223689,LYB - DQP Resources - Project Elephant,,,,,
,,,,,,,,,LYB,,,,,,,,,2026,,,,,,,,05_May,,,,,,,,"$10,251.00",10,,Invoice Raised,Pending,DQP Support 2026 – CO1,,,LYB-DQP-S-26-05,,,,,Pending,,,,,,4406122444,LYB - DQP Support,,,,,
20 Jan 2026,,,,,,,,,LYB,,,,Ongoing,,0,,,2025,,15 Jan 2026,,,,,,12_Dec,,,,,,,,"$12,060.00",10,7,Invoice Raised,Between 1 to 15 Days,DQP Support – Statement of Work for 2025,,,LYB-DQP-S-25-06,,,,,Realised,,,,,09 Jan 2026,,LYB - DQP Support,,,,,
22 Feb 2026,,,,,,,,,LYB,,,,,,0,,,2026,,12 Feb 2026,,,,,,01_Jan,,,,,,,,"$12,060.00",10,2,Invoice Raised,Between 1 to 15 Days,DQP Support - Statement of Work for 2026,,,LYB-DQP-S-26-01,,,,,Realised,,,,,11 Feb 2026,4406122444,LYB - DQP Support,,,,,
07 Dec 2025,,,,,,,,,LYB,,,,Ongoing,,0,,,2025,,01 Dec 2025,,,,,,11_Nov,,,,,,,,"$12,060.00",10,6,Invoice Raised,Between 1 to 15 Days,DQP Support – Statement of Work for 2025,,,LYB-DQP-S-25-05,,,,,Realised,,,,,26 Nov 2025,,LYB - DQP Support,,,,,
27 Sep 2025,,,,,,,,,LYB,,,,Ongoing,,0,,,2025,,17 Sep 2025,,,,,,08_Aug,,,,,,,,"$12,060.00",10,2,Invoice Raised,Between 1 to 15 Days,DQP Support – Statement of Work for 2025,,,LYB-DQP-S-25-02,,,,,Realised,,,,,16 Sep 2025,,LYB - DQP Support,,,,,
